1516|873162|欣妍蔚|0|KitchenAid KSM103 Professional 5 Series 300 Watts Stand Mixer|E-Commerce|Wallet|1|159.0|2022-01-31T18:55:00|China|Anning|http://www.ebay.com/itm/KitchenAid-KSM103-Professional-5-Series-300-Watts-Stand-Mixer-/261867903678?pt=LH_DefaultDomain_0&hash=item3cf88b1abe|68180212600|Y|Payment Was Success
1517|1379248128|Alana Vega|115522556|TAVANIC 500MG/100ML SOLUTION FOR I.V.INFUSION|Medicine|UPI|1|93.23|2022-01-31T18:55:00|United States|Black Hawk|walmart.com|74325283600|Y|Payment Was Success
1518|996842|秉皓沙|1189257652|Sesame seed|Groceries|Internet Banking|3|5.14|2022-01-31T18:55:00|China|Changsha|jd.com|14011602300|Y|Payment Was Success
1519|896819|永鑫鲍|1968941043|CYMBALTA 30MG 28CAPS|Medicine|UPI|6|335.67|2022-01-31T19:00:00|China|Xingning|vip.com|37088392100|Y|Payment Was Success
1520|896819|永鑫宫|4999029510467527913|Photograph|Music|Card|-1|21.08|2022-01-31T19:00:00|China|Dalian|alibaba.cn|28861689200|Y|Payment Was Success
1521|858848|梓焓汪|0|Cookware Pots And Pans Set 7 Piece Stainless Steel Kitchen Food Cooking|E-Commerce|Internet Banking|2|28.89|2022-01-31T19:00:00|China|Wuzhong|http://www.ebay.com/itm/Cookware-Pots-And-Pans-Set-7-Piece-Stainless-Steel-Kitchen-Food-Cooking-/171764721593?pt=LH_DefaultDomain_0&hash=item27fdf9a7b9|20576003800|Y|Payment Was Success
1|5|2|2|||6|6|1|6|5|7|||伟|菘|靳|||8|5|7|4|2|5|8|8|0|3|9|5|5|2|4|9|3|4|1|||C|i|v|i|l|i|s|a|t|i|o|n|||M|u|s|i|c|||W|a|l|l|e|t|||-|1|||1|8|.|5|5|||2|0|2|2|-|0|1|-|3|1|T|1|9|:|0|0|:|0|0|||C|h|i|n|a|||L|ü|l|i|a|n|g|||v|i|p|.|c|o|m|||6|9|3|5|6|3|9|4|1|0|0|||Y|||P|a|y|m||n|t| |W|a|s| |S|u|c|c|e|s|s
1523|608237420|Lorene Doyle|1188332458|Mustard seed|Groceries|Internet Banking|1|0.59|2022-01-31T19:00:00|United States|Wilkes|walgreens.com|9662458800|Y|Payment Was Success
1524|652239|亦涵庾|3373707|Lake City EV|Gas|Internet Banking|1|-1.0|2022-01-31T19:05:00|China|Jieshou|jd.com|98961227600|Y|Payment Was Success
1525|849618|松源胡|1188334255|Sugar cane|Groceries|UPI|10|7.56|2022-01-31T19:05:00|China|Guangzhou|yhd.com|50045077000|Y|Payment Was Success
1526|878978|正梅蔡|1188334193|Oranges|Groceries|Card|3|2.2|2022-01-31T19:05:00|China|Yushu|jd.com|55799595200|Y|Payment Was Success
1527|873162|欣妍黎|1839448590|Eggplants (aubergines)|Groceries|Internet Banking|7|3.43|2022-01-31T19:05:00|China|Bole|1688.com|72601801900|Y|Payment Was Success
1528|840970|晓烽郜|1839567839|Ginger|Groceries|Wallet|4|18.84|2022-01-31T19:05:00|China|Nanning|walmart.cn|54424644600|N|payment method not supported
1529|1080017|茹雪邓|3373707|Howard Square Apartments - Verde East|Gas|UPI|7|-1.0|2022-01-31T19:10:00|China|Jiangmen|tmall.com|38793314000|Y|Payment Was Success
1530|905187|漫妮厍|1593010855|REBIF 44MCG/0.5ML 12 SYRINGES|Medicine|UPI|5|15901.84|2022-01-31T19:10:00|China|Lanzhou|tmall.com|61243503800|Y|Payment Was Success
1|5|3|1|||1|6|3|8|8|5|8|4|1|5|||M|a|g|g|i|e| |R|o|c|h|a|||3|3|7|3|7|0|7|||7|S|P|C| |S|C|E|S| |L|E|C|O|N|T|E| |5|||G|a|s|||W|a|l|l|e|t|||3|||-|1||0|||2|0|2|2|-|0|1|-|3|1|T|1|9|:|1|0|:|0|0|||U|n|i|t|e|d| |S|t|a|t|e|s|||D|a|v|i|s|o|n|||c|v|s|.|c|o|m|||7|8|1|7|6|8|7|1|0|0|||Y|||P|a|y|m|e|n|t| |W|a|s| |S|u|c|c|e|s|s
1532|802200|怡香阳|1189253835|Meat live weight- chicken|Groceries|UPI|10|13.22|2022-01-31T19:10:00|China|Songyuan|jd.com|72531240500|Y|Payment Was Success
1533|1229437|韵寒童|1188330442|Wheat|Groceries|Wallet|5|1.83|2022-01-31T19:10:00|China|Xi'an|alibaba.cn|48623606900|Y|Payment Was Success
1534|1038151|羽彤糜|6666879332230512702|Dreamtime|Music|Wallet|-1|28.4|2022-01-31T19:15:00|China|Jinzhou|vip.com|37770060900|Y|Payment Was Success
1|5|3|5|||6|9|7|4|2|4|||博|豪|巢|||2|0|5|9|1|7|5|4|5|9|||M|E|R|O|P|E|N|E|M| |/| |A|N|F|A|R|M| |5|0|0| |M|G|||M|e|d|i|c|i|n|e|||C|a|r|d|||8|||3|1|6|8|.|3|6|||2|0|2|2|-|0|1|-|3|1|T|1|9|:|1|5|:|0|0|||C|h|i|n|a|||H|e|z|u|o|||k|a|o|l|a|.|c|o|m|||2|3|3|7|3|8|4|6|0|0|||Y|||P|a|y|m|e|n|t| |W|a|s| |S|u|c|c|e||s
1|5|3|6|||1|3|1|6|3|3|1|4|6|1|||M|a|r|i|l|y|n| |H|a|r|v|e|y|||2|2|7|2|9|7|6||0|8|3|6|0|3|6|2|8|4|8|||W|o|m|e|n| |K|i|n|d| |-| |D|e|m|o| |/| |M|o|n|o| |/| |R|e|m|a|s|t|e|r|e|d| |2|0|1|1|||M|u|s|i|c|||U|P|I|||-|1|||1|2|.|9|5|||2|0|2|2|-|0|1|-|3|1|T|1|9|:|1|5|:|0|0|||U|n|i|t|e|d| |S|t|a|t|e|s|||C|l|a|t|s|o|p|||r|i|t|e|a|i|d|.|c|o|m|||2|6|1|4|4|8|7|3|8|0|0|||Y|||P|a|y|m|e|n|t| |W|a|s| |S|u|c|c|e|s|s
1537|849618|松源郑|0|Blue Cast Iron Steak Press|E-Commerce|UPI|2|39.99|2022-01-31T19:15:00|China|Pinghu|http://www.overstock.com/Home-Garden/Blue-Cast-Iron-Steak-Press/9488291/product.html?refccid=ZEVNMYGV7VLJKP2PGKOSEP2XJE&searchidx=20|55631720500|Y|Payment Was Success
1538|858395|梦洁艾|1188330346|Carrots and turnips|Groceries|Card|7|2.33|2022-01-31T19:15:00|China|Beipiao|yhd.com|77725867200|Y|Payment Was Success
1539|1066902|莉姿伍|933832412331780196|Forgiveness - Acoustic|Music|UPI|-1|21.88|2022-01-31T19:20:00|China|Yushu|tmall.com|69281920800|Y|Payment Was Success
1540|1065159|芮涵关|0|Fossil Women's ES3500 'Stella' Rose Goldtone Watch|E-Commerce|Card|1|149.99|2022-01-31T19:20:00|China|Luoding|http://www.overstock.com/Jewelry-Watches/Fossil-Womens-ES3500-Stella-Rose-Goldtone-Watch/9172976/product.html?refccid=ZRMPD5KDJPKI7ECGBNOAJB6JU4&searchidx=11|6108874200|Y|Payment Was Success
1541|1004352|秩选芮|1189250923|Lemons and limes|Groceries|Wallet|8|8.11|2022-01-31T19:20:00|China|Yangzhou|suning.cn|9432557600|Y|Payment Was Success
1542|1786372389|Cheri Shah|3373707|67-EVC-LVL1-1|Gas|Card|1|-1.0|2022-01-31T19:20:00|United States|Lea|walgreens.com|8510173900|Y|Payment Was Success
1543|896819|永鑫相|3587348629751764424|Rhyme Or Reason|Music|Wallet|-1|30.17|2022-01-31T19:20:00|China|Beizhen|vip.com|60937800500|Y|Payment Was Success
1544|702556|唯枫靳|1077722129240488939|I Wish You A Merry Christmas - Remastered 2006|Music|Card|-1|11.52|2022-01-31T19:25:00|China|Rizhao|jd.com|8225524100|N|transaction rejected by card issuer
1545|910565|淑颖邹|371037947|HYQVIA 1vial normal  10g/100ml + 1vial recombinant 5ml|Medicine|Card|5|12697.46|2022-01-31T19:25:00|China|Shanghai|aliexpress.com|21687827300|Y|Payment Was Success
1546|795652|彤雨汲|2228951806039215757|The World Is Yours|Music|Wallet|-1|29.05|2022-01-31T19:25:00|China|Luanzhou|vip.com|77952964600|Y|Payment Was Success
1547|844150|月松连|3373707|DC CORRIDOR LUCKY7 CASINO 1|Gas|Internet Banking|8|-1.0|2022-01-31T19:25:00|China|Qingtongxia|alibaba.cn|4958172600|Y|Payment Was Success
1548|725123|墨含空|485965125|TOCTINO 30MG 30CAPS|Medicine|Wallet|9|16696.42|2022-01-31T19:25:00|China|Yizheng|vip.com|61493881000|Y|Payment Was Success
1549|840813|月婵解|1188331212|Cottonseed|Groceries|UPI|7|2.8|2022-01-31T19:30:00|China|Dangyang|alibaba.cn|67156920100|N|unknown
1|5|5|0|||1|0|0|4|3|5|2|||秩|选|段|||3|3|7|3|7|0|7|||"|S|p|e|c|t|r|i|x| |A|n|a|l|y|t|i|c|a|l| ||e|r|v|i|c|e|s|,| |L|L|C| |-| |T|e|s|l|a| |D|e|s|t|i|n|a|t|i|o|n|"|||G|a|s|||I|n|t|e|r|n|e|t| |B|a|n|k|i|n|g|||6|||-|1|.|0|||2|0|2|2|-|0|1|-|3|1|T|1|9|:|3|0|:|0|0|||C|h|i|n|a|||X|i|n|m|i|||w|a|l|m|a|r|t|.|c|n|||8|0|8|8|1|3|5|5|7|0|0|||Y|||P|a|y|m|e|n|t| |W|a|s| |S|u|c|c|e|s|s
1551|757489|孜绍柯|1597498478|TEGRETOL 200MG 50TAB|Medicine|Card|2|33.46|2022-01-31T19:30:00|China|Liaoyang|1688.com|4508533900|Y|Payment Was Success
1552|1519236336|Adrian Soto|657995254|SPORANOX 10MG/ML 150ML|Medicine|Internet Banking|6|1616.74|2022-01-31T19:30:00|United States|Fisher|riteaid.com|8996854600|Y|Payment Was Success
1|5|5|3|||8|4|0|9|7|0|||晓|烽|梁|||1|1|8|8||3|0|3|8|2|||P|o|t|a|t|o|e|s|||G|r|o|c|e|r|i|e|s|||I|n|t|e|r|n|e|t| |B|a|n|k|i|n|g|||3|||1|.|0|4|||2|0|2|2|-|0|1|-|3|1|T|1|9|:|3|0|:|0|0|||C|h|i|n|a|||Q|u|j|i|n|g|||y|h|d|.|c|o|m|||7|0|4|3|3|5|1|3|1|0|0|||N||
1554|741371|娅楠岑|3373707|SAMMAMISH CITY HALL LOT 2|Gas|UPI|2|-1.0|2022-01-31T19:35:00|China|Beijing|alibaba.cn|73296920600|Y|Payment Was Success
1555|858848|梓焓嵇|118781639|ADVAGRAF 5MG 50  P.R. CAPS|Medicine|Wallet|2|2186.34|2022-01-31T19:35:00|China|Sanmenxia|jd.com|35082108100|Y|Payment Was Success
1556|784544|彦歆储|2760222858967342084|Ah Ha|Music|Internet Banking|-1|21.12|2022-01-31T19:35:00|China|Huairen|yhd.com|85173657000|N|insufficient security guarantees
1557|661657|伟菘奚|3373707|Shell - Blue Star Value Market|Gas|Internet Banking|4|-1.0|2022-01-31T19:35:00|China|Chishui|alibaba.cn|28076719700|Y|Payment Was Success
1558|654801|俞凯霍|0|Everest Stylish Tablet Tote Bag Charcoal/Blue|E-Commerce|Internet Banking|1|25.45|2022-01-31T19:35:00|China|Hailun|http://www.overstock.com/Luggage-Bags/Everest-Stylish-Tablet-Tote-Bag-Charcoal-Blue/9136361/product.html?refccid=2MIWPSHRMNKLZKKFWPET7FUQQY&searchidx=23|59162462300|Y|Payment Was Success
1559|709527|品逸宰|765859384|CAPECITABINE TEVA 500MG 12X10TAB|Medicine|Wallet|0|0.0|2022-01-31T19:40:00|China|Hai'an|1688.com|38800409300|Y|Payment Was Success
1560|668996|军卿宣|838192585|COMTAN 200MG 30 F.C. TAB|Medicine|Internet Banking|0|0.0|2022-01-31T19:40:00|China|Xiaoyi|suning.cn|35233031000|Y|Payment Was Success
1561|696507|博裕籍|0|New Wireless Bluetooth Portable Stereo Speaker For iPhone Smart Phone Laptop PC|E-Commerce|Card|11|16.44|2022-01-31T19:40:00|China|Ganzhou|http://www.ebay.com/itm/New-Wireless-Bluetooth-Portable-Stereo-Speaker-For-iPhone-Smart-Phone-Laptop-PC-/121616601106?pt=LH_DefaultDomain_0&hash=item1c50ea1012|42447520900|Y|Payment Was Success
1562|916279|烨伟车|1188332179|Grapefruit (inc. pomelos)|Groceries|Card|10|5.07|2022-01-31T19:40:00|China|Rizhao|kaola.com|27781436100|Y|Payment Was Success
1563|1629651026|Alma Montoya|1839448588|Safflower seed|Groceries|Internet Banking|5|2.34|2022-01-31T19:40:00|United States|Hanson|costco.com|74804604700|Y|Payment Was Success
1564|1235252|雅静满|7453239094450916180|We'll Be Fine|Music|UPI|-1|24.79|2022-01-31T19:45:00|China|Jiaozuo|vip.com|34640502500|Y|Payment Was Success
1|5|6|5|||1|7|9|2|9|2|4|5|4|7|||E|l|i|s|a| |H|u|n|t|||0|||I|B|M| |L|e|n|o|v|o| |T|4|1|0|.| |I|n|t|e|l| |C|o|r|e| |i|7| |-| |M|6|2|0| |@| |2|.|6|6|G|H|z|.| |2|G|B|.| |D|V|D|R|W|.| |G|o|b|i|.| |N|O| |H|D|D|.|||E|-|C|o|m|m|e|r|c|e|||I|n|t|e|r|n|e|t| |B|a|n|k|i|n|g|||5|||1|1|9|.|9|9|||2|0|2|2|-|0|1|-|3|1|T|1|9|:|4|5|:|0|0|||U|n|i|t|e|d| |S|t|a|t|e|s|||N|a|s|s|a|u|||h|t|t|p|:||w|w|w|.|e|b|a|y|.|c|o|m|/|i|t|m|/|I|B|M|-|L|e|n|o|v|o|-|T|4|1|0|-|I|n|t|e|l|-|C|o|r|e|-|i|7|-|M|6|2|0|-|2|-|6|6|G|H|z|-|2|G|B|-|D|V|D|R|W|-|G|o|b|i|-|N|O|-|H|D|D|-|/|1|5|1|6|5|9|4|1|4|7|7|4|?|p|t|=|L|H|_|D|e|f|a|u|l|t|D|o|m|a|i|n|꧘|0|&|h|a|s|h|=|i|t|e|m|2|3|4|f|9|b|0|4|f|6|||8|9|6|5|7|0|1|5|6|0|0|||Y|||P|a|y|m|e|n|t| |W|a|s| |S|u|c|c|e|s|s
1566|725123|墨含时|8167539951888556213|Interlude 2|Music|Wallet|-1|7.74|2022-01-31T19:45:00|China|Lipu|suning.cn|70748387300|Y|Payment Was Success
1567|849618|松源艾|1721905997|Grapes|Groceries|Internet Banking|9|13.5|2022-01-31T19:45:00|China|Hailin|jd.com|44836070700|Y|Payment Was Success
1568|840970|晓烽霍|1190176580|Cotton lint|Groceries|Card|3|6.84|2022-01-31T19:45:00|China|Lanzhou|aliexpress.com|38781245300|Y|Payment Was Success
1569|696507|博裕印|1188331246|Rice- paddy|Groceries|Internet Banking|4|1.65|2022-01-31T19:50:00|China|Yuhuan|suning.cn|95264427800|Y|Payment Was Success
1570|906957|浩霖栾|3373707|Stonewall Plaza|Gas|Wallet|9|-1.0|2022-01-31T19:50:00|China|Hailin|kaola.com|63799877300|Y|Payment Was Success
1|5|7|1|||7|4|7|7|1|2|||嫦|曦|空|||3|3|7|3|7|0|7|||L|O|N|G| |B|E|A|C|H| |S|H|O|R|E|L|I|N|E| |1|||G|a|s|||I|n|t|e|r|n|e|t| ||a|n|k|i|n|g|||8|||-|1|.|0|||2|0|2|2|-|0|1|-|3|1|T|1|9|:|5|0|:|0|0|||C|h|i|n|a|||X|i|a|n|n|i|n|g|||k|a|o|l|a|.|c|o|m|||4|0|5|1|2|1|7|1|4|0|0|||Y|||P|a|y|m|e|n|t| |W|a|s| |S|u|c|c|e|s|s
1572|842560|明美惠|1187620122|MIRO 45MG 30TAB|Medicine|Wallet|1|53.74|2022-01-31T19:50:00|China|Weihai|yhd.com|294198100|Y|Payment Was Success
1573|878978|正梅宰|0|3-step Pewter Framed Wall Mirror|E-Commerce|UPI|1|157.99|2022-01-31T19:50:00|China|Yushu|http://www.overstock.com/Home-Garden/3-step-Pewter-Framed-Wall-Mirror/9609950/product.html?refccid=M34B5QFYVYEISGSMKHFRUJU6G4&searchidx=20|20469453900|Y|Payment Was Success
1574|795652|彤雨梁|3373707|FOURTH ST CROSS SILVERTHORNE 2|Gas|Card|8|-1.0|2022-01-31T19:55:00|China|Hegang|yhd.com|3837688600|Y|Payment Was Success
1575|954640|玺越蒲|3373707|BOULDER CARPENTER PARK2|Gas|Wallet|2|-1.0|2022-01-31T19:55:00|China|Ning'an|yhd.com|25545966500|Y|Payment Was Success
1576|652239|亦涵衡|9047880169576350322|They Gon' Wanna Come|Music|Wallet|-1|20.54|2022-01-31T19:55:00|China|Dazhou|1688.com|41212983300|Y|Payment Was Success
1577|1004352|秩选岑|0|Ventura Mini Bicycle Bell with Quick Release|E-Commerce|Card|1|12.08|2022-01-31T19:55:00|China|Laizhou|http://www.overstock.com/Sports-Toys/Ventura-Mini-Bicycle-Bell-with-Quick-Release/8896169/product.html?refccid=OIXFRKFW4W3YZJCMVVNTGCDDBA&searchidx=25|86603263900|Y|Payment Was Success
1578|757489|孜绍公|4902322589298685640|Fresh|Music|Card|-1|24.44|2022-01-31T19:55:00|China|Bayannur|aliexpress.com|54452498200|Y|Payment Was Success
1579|741743161|Hilary Roy|315646693|LAMOGINE 25MG 30TAB|Medicine|Internet Banking|0|0.0|2022-01-31T20:00:00|United States|Finney|cvs.com|50396368900|Y|Payment Was Success
1580|745518|婧涵祁|3373707|Valley Forge National Historic Site|Gas|Card|7|-1.0|2022-01-31T20:00:00|China|Zhijiang|suning.cn|59394258800|Y|Payment Was Success
1581|1168908|轩硕莫|1839448590|Eggplants (aubergines)|Groceries|Wallet|8|3.92|2022-01-31T20:00:00|China|Fuyu|walmart.cn|76495068300|Y|Payment Was Success
1582|849618|松源卓|3373707|Westhouse Apartments - Section E Bld 1|Gas|Card|1|-1.0|2022-01-31T20:00:00|China|Mile|1688.com|88167221200|Y|Payment Was Success
1583|649626|佐仪吕|1777606903234007547|Broken Wings|Music|Internet Banking|-1|27.93|2022-01-31T20:00:00|China|Xilinhot|tmall.com|30930444100|Y|Payment Was Success
1584|754085|展博鲍|3814891702465103020|着物|Music|Card|-1|26.43|2022-01-31T20:05:00|China|Botou|walmart.cn|7867792800|Y|Payment Was Success
1585|974801|睿杰盍|1409371579|CLOBETASOL PROPIONATE TRIMA SCALP APPLICATION 30ML|Medicine|Card|1|19.89|2022-01-31T20:05:00|China|Sanmenxia|yhd.com|5710021100|Y|Payment Was Success
1586|661107|俊泽解|0|Levi's Women's 529 Winding Road Curvy Boot-cut Jeans|E-Commerce|Card|5|44.99|2022-01-31T20:05:00|China|Xianyang|http://www.overstock.com/Clothing-Shoes/Levis-Womens-529-Winding-Road-Curvy-Boot-cut-Jeans/9554042/product.html?refccid=A53KPSUDQU4JLA2IWPGUPT62T4&searchidx=23|32231597500|Y|Payment Was Success
1587|849618|松源万|1188336269|Kiwi fruit|Groceries|Internet Banking|6|5.91|2022-01-31T20:05:00|China|Jieyang|walmart.cn|63361795800|Y|Payment Was Success
1588|1204404|钰彤皮|3373707|LEVEL2-KIA LEVEL2-KIA|Gas|UPI|7|-1.0|2022-01-31T20:05:00|China|Jiaxing|yhd.com|30907689700|Y|Payment Was Success
1589|2135819844|Kendra Snow|1300134692225488102|Set Them Free|Music|UPI|-1|14.52|2022-01-31T20:10:00|United States|Mayes|riteaid.com|24991271600|Y|Payment Was Success
1590|910565|淑颖阳|2666622353567218916|A Moonlit Night in Spring by the Flowering Riverside|Music|Internet Banking|-1|44.6|2022-01-31T20:10:00|China|Baiyin|aliexpress.com|44640644300|Y|Payment Was Success
1591|854321|梓彤甘|1196640019|Eggs- hen- in shell|Groceries|Internet Banking|9|81.91|2022-01-31T20:10:00|China|Dongning|aliexpress.com|80849236700|Y|Payment Was Success
1592|841045|昕磊皮|8354602432504785671|The Road Goes Ever On..., Pt. 1|Music|UPI|-1|35.85|2022-01-31T20:10:00|China|Baoding|vip.com|86663506100|Y|Payment Was Success
1593|991338|碧萱宫|6011999582617849545|4AM|Music|Wallet|-1|15.77|2022-01-31T20:10:00|China|Qinhuangdao|aliexpress.com|41949388500|Y|Payment Was Success
1594|795910|慧妍钮|1188336114|Beans- green|Groceries|Card|2|1.87|2022-01-31T20:15:00|China|Dunhua|1688.com|30435445600|Y|Payment Was Success
1595|1161630|辰华邴|31433590963203470|Handel: Solomon, HWV 67: Sinfonia - The Arrival of the Queen of Sheba|Music|UPI|-1|16.84|2022-01-31T20:15:00|China|Manzhouli|1688.com|70592796500|Y|Payment Was Success
1596|698784|哲恒后|920957382|EPINEPHRINE INJECTION MYLAN 0.3 MG|Medicine|UPI|5|2176.45|2022-01-31T20:15:00|China|Mangshi|1688.com|42334036900|Y|Payment Was Success
1597|1068601|若瑾万|1731483724944609387|Hey Big Eyes|Music|Wallet|-1|23.4|2022-01-31T20:15:00|China|Huaying|aliexpress.com|35824617200|Y|Payment Was Success
1598|758113|尹智古|1564204943804672882|Sparkling Diamonds - From 'Moulin Rouge' Soundtrack|Music|UPI|-1|17.23|2022-01-31T20:15:00|China|Shaowu|vip.com|99978761500|Y|Payment Was Success
1599|954640|玺越竺|998300424517543952|Moment of Guilt / The Gold Chair Ate the Fireman|Music|Card|-1|42.63|2022-01-31T20:20:00|China|Jilin|kaola.com|73607268600|N|transaction rejected by card issuer
1600|1045988|美莲罗|4130090656339014855|Uplink|Music|UPI|-1|7.22|2022-01-31T20:20:00|China|Lijiang|suning.cn|27442310800|Y|Payment Was Success
1601|903206|泰霖司|1677653280323836524|Isolation - Studio Demo|Music|Card|-1|17.54|2022-01-31T20:20:00|China|Suqian|vip.com|8771837300|Y|Payment Was Success
1602|838273|晓晴阮|2107722749|AMINOPHYLLINE S.A.L.F 240 MG/10 ML 5 AMP|Medicine|UPI|1|18.74|2022-01-31T20:20:00|China|Dongtai|1688.com|28260196400|Y|Payment Was Success
1603|747712|嫦曦巩|1674381723|BRIVIACT 10MG/ML SO FOR INJ  10VIALS 5ML|Medicine|Card|3|2950.48|2022-01-31T20:20:00|China|Dongning|vip.com|2909782100|Y|Payment Was Success
1604|893383|浩成岑|1295214887|NEOBLOC 100MG 30TAB|Medicine|Card|8|109.6|2022-01-31T20:25:00|China|Nanyang|alibaba.cn|41054009900|Y|Payment Was Success
1605|840970|晓烽文|1188335307|Seed cotton|Groceries|Internet Banking|9|7.95|2022-01-31T20:25:00|China|Shehong|suning.cn|29757936100|Y|Payment Was Success
1606|1038151|羽彤富|1438880541980894281|After The Harvest|Music|Wallet|-1|41.0|2022-01-31T20:25:00|China|Xianning|tmall.com|92165390000|Y|Payment Was Success
1607|974801|睿杰习|903634895|KOATE DVI 250IU/VIAL|Medicine|Internet Banking|3|1837.46|2022-01-31T20:25:00|China|Hengshui|kaola.com|23190036400|Y|Payment Was Success
1608|1240416|静香符|3373707|Earle C. Clements JCC|Gas|UPI|5|-1.0|2022-01-31T20:25:00|China|Yiyang|aliexpress.com|28552695900|Y|Payment Was Success
1609|858848|梓焓邵|3373707|PACIFIC PLAZA STATION 1|Gas|UPI|7|-1.0|2022-01-31T20:30:00|China|Wuzhong|walmart.cn|76038467400|Y|Payment Was Success
1|6|1|0|||1|2|9|1|0|6|4|9|9|||T|e|r|e|s|a| |C|u|e|v|a|s|||1|8|8|9|7|1|2|%-qP(D|1|9|||Z|O|D|O|R|M| |1|0|M|G| |2|0|T|A|B|||M|e|d|i|c|i|n|e|||I|n|t|e|r|n|e|t| |B|a|n|k|i|n|g|||7|||1|1|8|.|7|5|||2|0|2|2|-|0|1|-|3|1|T|2|0|:|3|0|:|0|0|||U|n|i|t|e|d| |S|t|a|t|e|s|||P|o|w|e|l|l|||a|l|d|i|.|u|s|||7|9|2|7|7|3|7|8|7|0|0|||Y|||P|a|y|m|e|n|t| |W|a|s| |S|u|c|c|e|s|s
1|6|1|1|||8|9|9|9|5|6|||海|程|滕|||3|3|䁄|3|7|0|7|||A|l|g|o|o|d| |H|a|w|a|i|i| |L|L|C|||G|a|s|||C|a|r|d|||1|0|||-|1|.|0|||2|0|2|2|-|0|1|-|3|1|T|2|0|:|3|0|:|0|0|||C|h|i|n|a|||Z|h|o|n|g|w|e|i|||a|l|i|e|x|p|r|e|s|s|.|c|o|m|||2|2|3|8|8|2|1|6|3|0|0|||Y|||P|a|y|m|e|n|t| |W|a|s| |S|u|c|c|e|s|s
